Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Everything/forwardbad,2.373783422499138e-2,2.347745205308043e-2,2.4627366176390424e-2,2.114908708044531e-3,6.531908115589382e-4,4.819508352668887e-3
Everything/backwardbad,3.606691781374293e-2,3.571940999474364e-2,3.74534520066784e-2,2.6358486764775264e-3,9.747949186503443e-4,5.879831014618713e-3
GreedyUp/forwardbad,3.6626181695724444e-2,3.502026117114083e-2,3.9755432256981235e-2,1.017618798045282e-2,6.001991690996569e-3,1.755050507896749e-2
GreedyUp/backwardbad,3.632229297610867e-2,3.6057610401319315e-2,3.6921268357541406e-2,1.7583316147213716e-3,9.704259641190331e-4,3.5721254246404667e-3
GreedyDown/forwardbad,2.3970060685063254e-2,2.3701581756535476e-2,2.4991189089748546e-2,2.304345990307629e-3,3.852235860432923e-4,4.973315861257144e-3
GreedyDown/backwardbad,0.708492649517366,0.6981189270352098,0.7464575397676662,5.161654698391952e-2,5.4325858778790995e-3,0.10636994048126226
NoFusion/forwardbad,9.706273619993701e-2,9.441343113486038e-2,0.10235459452755384,1.469075659904803e-2,8.002086943955398e-3,2.5279871688187384e-2
NoFusion/backwardbad,1.341660145146297,1.304144801615958,1.3596349875245755,5.49257811758058e-2,1.3556280370411532e-2,8.886663759599717e-2
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
